id,alias,name,image_url,is_closed,url,review_count,categories,rating,price,location,distance,area_code,phone_number,latitude,longitude,delivery,pickup,restaurant_reservation
cAFXng3Gr1cBCFkP1VIxng,the-independent-pizzeria-seattle-2,The Independent Pizzeria,https://s3-media4.fl.yelpcdn.com/bphoto/4gIuisTnhbj8O3O09yLcrg/o.jpg,False,https://www.yelp.com/biz/the-independent-pizzeria-seattle-2?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,180,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,$$,"{'address1': '4235 E Madison St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98112', 'country': 'US', 'state': 'WA', 'display_address': ['4235 E Madison St', 'Seattle, WA 98112']}",2897.2528438366567,206,860-6110,47.636044,-122.277377,True,False,False
n6BLr6spgjVWqzUwmVx0bg,johnny-mos-pizzeria-seattle,Johnny Mo's Pizzeria,https://s3-media4.fl.yelpcdn.com/bphoto/8IAnDPt0FWQNx9pLvuSbNg/o.jpg,False,https://www.yelp.com/biz/johnny-mos-pizzeria-seattle?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,150,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,$$,"{'address1': '3272 Fuhrman Ave E', 'address2': 'Ste 100', 'address3': None, 'city': 'Seattle', 'zip_code': '98102', 'country': 'US', 'state': 'WA', 'display_address': ['3272 Fuhrman Ave E', 'Ste 100', 'Seattle, WA 98102']}",4658.301257471318,206,822-6272,47.65142,-122.32083,True,True,False
1rkgyfwzXG7qSdVZdfRt7g,roccos-seattle,Rocco's,https://s3-media3.fl.yelpcdn.com/bphoto/AWBXTETwVoCALRNEO_f3eQ/o.jpg,False,https://www.yelp.com/biz/roccos-seattle?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,1770,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,$$,"{'address1': '2312 2nd Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98121', 'country': 'US', 'state': 'WA', 'display_address': ['2312 2nd Ave', 'Seattle, WA 98121']}",3779.508799794575,206,397-4210,47.614470434736106,-122.34606443927872,True,True,False
wi-mbKEz4Ha1YYaOB8zHnw,kōbo-pizza-seattle,Kōbo Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/6et4T9Kn0bXCeJY8yBwS7w/o.jpg,False,https://www.yelp.com/biz/k%C5%8Dbo-pizza-seattle?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,44,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,,"{'address1': '714 E Pike St', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['714 E Pike St', 'Seattle, WA 98122']}",2025.13939581725,253,693-0207,47.6144,-122.32271,False,False,False
PpAiLhErwd08QhPb06_-hA,mioposto-seattle-7,Mioposto,https://s3-media1.fl.yelpcdn.com/bphoto/gWBw_lWXRC-95u0hh796mg/o.jpg,False,https://www.yelp.com/biz/mioposto-seattle-7?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,402,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,$$,"{'address1': '3601 S McClellan St', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98144', 'country': 'US', 'state': 'WA', 'display_address': ['3601 S McClellan St', 'Seattle, WA 98144']}",3941.6634321994175,206,760-3400,47.57802,-122.28808,True,True,False
kVqwgAjEPffEyMJSzpfM_A,pagliacci-pizza-seattle-26,Pagliacci Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/7thHN-i4t_OPPnDIHqYtig/o.jpg,False,https://www.yelp.com/biz/pagliacci-pizza-seattle-26?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,99,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,$$,"{'address1': '3015 E Madison St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98112', 'country': 'US', 'state': 'WA', 'display_address': ['3015 E Madison St', 'Seattle, WA 98112']}",1395.266331559967,206,726-1717,47.6254949,-122.2928304,True,False,False
QeeiVw_OjxWmTiSH0A6qgA,rione-xiii-seattle,Rione XIII,https://s3-media2.fl.yelpcdn.com/bphoto/ENHXwcE5Ebz4VJATt_X35A/o.jpg,False,https://www.yelp.com/biz/rione-xiii-seattle?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,414,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,$$,"{'address1': '401 15th Ave E', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98112', 'country': 'US', 'state': 'WA', 'display_address': ['401 15th Ave E', 'Seattle, WA 98112']}",1626.1908343986518,206,838-2878,47.6220785,-122.3128054,True,True,True
JgBVV2UhZjfzykxoLPvIpA,big-marios-new-york-style-pizza-seattle-3,Big Mario's New York Style Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/tAypGoL0w3tDvw7q-YhMOQ/o.jpg,False,https://www.yelp.com/biz/big-marios-new-york-style-pizza-seattle-3?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,634,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,$,"{'address1': '1009 E Pike St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['1009 E Pike St', 'Seattle, WA 98122']}",1732.560519116234,206,922-3875,47.61376,-122.31886,True,True,False
91q2mxR0R6d-HAHFnmePyg,zeeks-pizza-seattle-18,Zeeks Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/BSTu4Yxv-3ID9qSH4nPV7A/o.jpg,False,https://www.yelp.com/biz/zeeks-pizza-seattle-18?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,96,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,,"{'address1': '1830 E Mercer St', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98112', 'country': 'US', 'state': 'WA', 'display_address': ['1830 E Mercer St', 'Seattle, WA 98112']}",1554.2138613942195,206,457-5997,47.6245449,-122.3081645,True,True,False
HeJP0ZS0tCCn-X9ezYSz3g,ian-s-pizza-on-the-hill-seattle,Ian’s Pizza on the Hill,https://s3-media1.fl.yelpcdn.com/bphoto/gD-SKufIg_thSEXBDpDtng/o.jpg,False,https://www.yelp.com/biz/ian-s-pizza-on-the-hill-seattle?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,311,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,$,"{'address1': '1620 Broadway', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['1620 Broadway', 'Seattle, WA 98122']}",1884.1780309728,206,659-4721,47.615894,-122.320476,True,True,False
IIHDuM9KiNBwL3mm5et_IA,thats-amore-italian-cafe-seattle,That's Amore! Italian Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/__U6io2cBPy-22lKt_s2wg/o.jpg,False,https://www.yelp.com/biz/thats-amore-italian-cafe-seattle?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,365,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,$$,"{'address1': '1425 31st Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98144', 'country': 'US', 'state': 'WA', 'display_address': ['1425 31st Ave S', 'Seattle, WA 98144']}",2626.9250000819,206,322-3677,47.58956,-122.29267,True,False,False
zLkXptYijBI6Nm9WNEq3hQ,dinos-tomato-pie-seattle,Dino's Tomato Pie,https://s3-media2.fl.yelpcdn.com/bphoto/CGLIaz8rTcXf_1NBbq5y4w/o.jpg,False,https://www.yelp.com/biz/dinos-tomato-pie-seattle?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,317,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,$$,"{'address1': '1524 E Olive Way', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['1524 E Olive Way', 'Seattle, WA 98122']}",2349.2724280991315,206,403-1742,47.61839,-122.32593,True,True,False
bkA3jfO2ej3pjAUMZWihGg,pagliacci-pizza-seattle-32,Pagliacci Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/7EHIhiw3imE4BXoZeXS0OA/o.jpg,False,https://www.yelp.com/biz/pagliacci-pizza-seattle-32?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,43,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,,"{'address1': '415 E Pike St', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['415 E Pike St', 'Seattle, WA 98122']}",2274.720677854956,206,726-1717,47.613922,-122.326006,False,False,False
pE-IY0ESxv67j34JSkdvfg,nine-pies-pizzeria-seattle,Nine Pies Pizzeria,https://s3-media3.fl.yelpcdn.com/bphoto/jiWiWFOibbLR_eJltSpoXQ/o.jpg,False,https://www.yelp.com/biz/nine-pies-pizzeria-seattle?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,173,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,$$,"{'address1': '3861 1st Ave S', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98134', 'country': 'US', 'state': 'WA', 'display_address': ['3861 1st Ave S', 'Seattle, WA 98134']}",5833.910009420632,206,582-0777,47.5679230496817,-122.335252473016,True,True,False
QVmnZZaejnpRQ7A0gG3Zbg,lupo-seattle-3,Lupo,https://s3-media3.fl.yelpcdn.com/bphoto/-qSKGYGNaCORWHKtbCBKsw/o.jpg,False,https://www.yelp.com/biz/lupo-seattle-3?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,190,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,$$,"{'address1': '4303 Fremont Ave N', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98103', 'country': 'US', 'state': 'WA', 'display_address': ['4303 Fremont Ave N', 'Seattle, WA 98103']}",6548.778143947345,206,547-2144,47.6591,-122.35023,True,True,False
64wrLXXe7OGjc_DTgXHQMQ,harrys-bar-seattle,Harry's Bar,https://s3-media4.fl.yelpcdn.com/bphoto/q67a033yJcoRGujZ6uAv1A/o.jpg,False,https://www.yelp.com/biz/harrys-bar-seattle?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,111,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'greek', 'title': 'Greek'}]",4.5,$$,"{'address1': '514 15th Ave E', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98112', 'country': 'US', 'state': 'WA', 'display_address': ['514 15th Ave E', 'Seattle, WA 98112']}",1727.3374419307916,206,329-4500,47.623754,-122.31245,True,False,False
5k-ZrlhxjlxMn5A6HRiMGg,bar-cantinetta-seattle,Bar Cantinetta,https://s3-media1.fl.yelpcdn.com/bphoto/uwCVNASV-sC1s8hyYGfWUw/o.jpg,False,https://www.yelp.com/biz/bar-cantinetta-seattle?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,156,"[{'alias': 'tuscan', 'title': 'Tuscan'}]",4.5,$$$,"{'address1': '2811 E Madison St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98112', 'country': 'US', 'state': 'WA', 'display_address': ['2811 E Madison St', 'Seattle, WA 98112']}",1169.6935513499764,206,329-1501,47.623614,-122.29551,True,False,False
ENxs0vvtkJYxQqaZ3sbEjw,my-friend-dereks-seattle,My Friend Derek's,https://s3-media1.fl.yelpcdn.com/bphoto/d-DVGemIZzUhM9mzbV2kyw/o.jpg,False,https://www.yelp.com/biz/my-friend-dereks-seattle?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,26,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'pizza', 'title': 'Pizza'}]",5.0,,"{'address1': '3632 Woodland Park Ave N', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98103', 'country': 'US', 'state': 'WA', 'display_address': ['3632 Woodland Park Ave N', 'Seattle, WA 98103']}",5581.31044371931,,,47.651515,-122.343613,False,False,False
vxLYkMaDz4TLbXNfjviKtw,outsider-pizza-seattle-2,Outsider Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/bQuYz2vTiqjVsVQyiNIFlg/o.jpg,False,https://www.yelp.com/biz/outsider-pizza-seattle-2?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,17,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,,"{'address1': '1612 S Lander St', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98144', 'country': 'US', 'state': 'WA', 'display_address': ['1612 S Lander St', 'Seattle, WA 98144']}",3899.459914963188,206,659-2353,47.579605,-122.311042,True,True,False
7hfyyyVKXOQMOMWTkFrvNg,boca-argentine-bakery-and-pizzeria-seattle,Boca Argentine Bakery & Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/GYMDuJOR1sX7JngaxKJvSQ/o.jpg,False,https://www.yelp.com/biz/boca-argentine-bakery-and-pizzeria-seattle?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,43,"[{'alias': 'argentine', 'title': 'Argentine'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,,"{'address1': '426 Broadway E', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98102', 'country': 'US', 'state': 'WA', 'display_address': ['426 Broadway E', 'Seattle, WA 98102']}",2152.6791116688687,206,466-1008,47.62278,-122.32064,False,False,False
1HKwiY76dAD8YlodK4PRRA,palermo-pizza-and-pasta-seattle-2,Palermo Pizza & Pasta,https://s3-media2.fl.yelpcdn.com/bphoto/G5FqykGXv_AuMM1kc-QT1Q/o.jpg,False,https://www.yelp.com/biz/palermo-pizza-and-pasta-seattle-2?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,484,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",3.5,$$,"{'address1': '350 15th Ave E', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98112', 'country': 'US', 'state': 'WA', 'display_address': ['350 15th Ave E', 'Seattle, WA 98112']}",1589.597934487597,206,322-3875,47.62193,-122.31252,True,True,False
BucoB9UtVg4hVWocoBZmRg,madrona-arms-seattle,Madrona Arms,https://s3-media2.fl.yelpcdn.com/bphoto/lUBUxZtBeet9s2IhnGmKKQ/o.jpg,False,https://www.yelp.com/biz/madrona-arms-seattle?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,106,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'irish', 'title': 'Irish'}]",3.5,$$,"{'address1': '1138 34th Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['1138 34th Ave', 'Seattle, WA 98122']}",499.0515855887333,206,739-5104,47.61275,-122.28913,True,False,False
ONBW1hS6AaA5_WW3yz5wyg,trophy-pizza-seattle,Trophy Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/1urDq7Gj1g6L-4-sD9fC8g/o.jpg,False,https://www.yelp.com/biz/trophy-pizza-seattle?adjust_creative=M_n_c0bs2T-9fpMzepv-5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M_n_c0bs2T-9fpMzepv-5g,11,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,,"{'address1': '121 S King St', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98134', 'country': 'US', 'state': 'WA', 'display_address': ['121 S King St', 'Seattle, WA 98134']}",3252.7525689122367,206,420-3015,47.597957,-122.333035,True,False,False
